Lynn Turner|1999-09-06|1979|Europe|1710|1296
Shannon Wilson|1994-08-25|1981|Europe|361|1297
Becky Cochran|2001-02-12|1980|Europe|2697|1298
Scott Hoffman|1975-06-20|1978|Europe|1557|1299
Renee Walls|1993-06-30|2009|Europe|2931|1300
Harold Chan|1989-12-31|1984|Europe|799|1301
Patricia Brown|1983-04-26|1983|Europe|743|1302
Kayla Vasquez|1970-04-21|1997|Europe|28|1303
Lori Robinson|1982-06-05|1990|Europe|261|1304
Rebecca Lee|1975-12-31|1991|Europe|1483|1305
Michael Miller|1970-06-14|2014|Europe|2625|1306
Mr. John Rhodes|1989-05-03|2003|Europe|1009|1307
Jeremy Flores|2017-06-05|1992|Europe|418|1308
Dan Lowe|2009-11-21|1983|Europe|2967|1309
Ernest Turner|2008-04-17|2013|Europe|540|1310
Nathan Mendoza|1994-11-15|1984|Europe|1311|1311
Angel Johnson|1997-08-03|2005|Europe|2665|1312
Rebecca Lewis|1974-06-13|1975|Europe|2152|1313
Brittany Fisher|1994-04-07|1991|Europe|1738|1314
Joseph Herrera|2000-01-13|2018|Europe|1462|1315
Micheal Thompson|2010-01-25|2008|Europe|2844|1316
Amber Hogan|1990-01-12|1986|Europe|720|1317
Erin Holland|2007-11-14|2001|Europe|2537|1318
Robert Alvarez|2015-02-14|1989|Europe|259|1319
David Lee|1995-02-20|1985|Europe|1486|1320
Juan Gay|1972-09-25|1974|Europe|495|1321
Stephanie Green|2004-09-09|1986|Europe|1838|1322
Brian Montgomery|1988-01-14|2002|Europe|1079|1323
Michael Baldwin|1984-06-29|1981|Europe|747|1324
Sherry Young|1980-11-22|2015|Europe|511|1325
Kimberly Hunter|2006-06-25|1981|Europe|2402|1326
Michelle Berger|1995-03-22|1990|Europe|2900|1327
Dr. Ashley Roberts MD|1982-07-05|2015|Europe|56|1328
Betty Le|1986-11-22|2003|Europe|2458|1329
Chelsea Green|2009-05-11|1982|Europe|1678|1330
Shaun Molina|1971-11-10|1983|Europe|195|1331
Teresa Mitchell|2009-07-09|2005|Europe|494|1332
Jacob Fox|1977-03-20|2011|Europe|968|1333
Christina Woods|1996-08-09|1989|Europe|2606|1334
Jeffrey Caldwell|1998-05-21|1993|Europe|2811|1335
Mariah Briggs|1971-04-21|1998|Europe|387|1336
Brittany Johnson|1976-03-26|1980|Europe|484|1337
Latoya Perez|1989-02-09|2013|Europe|765|1338
Douglas Hernandez|2003-06-16|1975|Europe|2808|1339
Joshua Smith|1993-01-04|1995|Europe|767|1340
Nicholas Wade|2017-02-18|1984|Europe|2670|1341
Jordan Mullen Jr.|2004-07-02|1991|Europe|2428|1342
Thomas Johnson MD|1972-03-28|2006|Europe|2649|1343
Steven Rodriguez|1991-09-20|1994|Europe|2296|1344
Linda Thomas|1976-01-23|2006|Europe|33|1345
Lisa Mcdaniel|2009-12-02|2002|Europe|2450|1346
Brianna Perkins|1997-04-09|1979|Europe|1164|1347
Roger Gilmore|1996-04-02|1999|Europe|1849|1348
Jessica Nelson|2001-09-13|2014|Europe|501|1349
Raymond Anthony|1986-03-28|1971|Europe|2163|1350
Stephanie Johnson|2001-06-17|2018|Europe|162|1351
Evan Webb|2009-11-27|1971|Europe|1056|1352
Michael Mason|2013-08-30|1972|Europe|777|1353
Kathryn Moore|2006-05-21|1979|Europe|206|1354
Daniel Espinoza|1992-07-10|1982|Europe|2419|1355
Edward Matthews|1982-12-01|1994|Europe|2995|1356
Justin Reyes|1994-11-08|1991|Europe|600|1357
Lauren Kirby|1983-05-27|1993|Europe|2009|1358
Sarah Welch|1981-04-03|2005|Europe|80|1359
Bobby Spencer|1993-01-10|1978|Europe|2908|1360
Luis Barber|1997-04-21|1993|Europe|1238|1361
Leon Alexander|1990-06-09|1985|Europe|2212|1362
Elijah Walker|2007-10-10|2000|Europe|1392|1363
Brianna Rodriguez|2007-02-08|2013|Europe|2665|1364
Destiny Hicks|1986-07-07|2009|Europe|741|1365
Tracy Gallagher|2004-10-05|1981|Europe|2511|1366
Penny Garcia|1997-03-28|2015|Europe|2297|1367
John Mercado|1995-06-05|2001|Europe|2608|1368
Katie Johnson|2001-06-06|2006|Europe|224|1369
Elizabeth Alvarado|1985-07-25|1985|Europe|1574|1370
Susan Castillo|1992-11-28|1983|Europe|834|1371
Laurie Mcdaniel|1970-08-24|1977|Europe|1294|1372
Diane Pace|2010-04-11|1992|Europe|1579|1373
Tyler Smith|1997-09-14|1990|Europe|2895|1374
Joshua Perry|2001-05-20|1999|Europe|804|1375
Bobby Gonzalez|1995-02-17|2011|Europe|819|1376
Stefanie White|1988-09-15|1986|Europe|2406|1377
James Moore|2004-10-18|1988|Europe|2438|1378
Brianna Nielsen|1990-10-09|2005|Europe|410|1379
Tara Richardson|2013-10-14|2006|Europe|2180|1380
Richard Simmons|2005-07-02|2016|Europe|1562|1381
Evan Williams|1988-03-14|1992|Europe|2372|1382
Luis Johnson|1987-11-03|1989|Europe|426|1383
Jack Rivers|1991-02-01|1973|Europe|1474|1384
Mary Lewis|1997-10-29|2008|Europe|83|1385
Jennifer Patterson|1983-04-06|1974|Europe|2717|1386
Amy Davis|1989-10-18|1996|Europe|2088|1387
Roger Carter|2014-10-17|1988|Europe|1795|1388
Chris Benson|1982-05-23|1990|Europe|837|1389
Timothy Miller|1988-05-07|1987|Europe|429|1390
Nicole Todd|1994-03-30|1998|Europe|1929|1391
Gina Hernandez|1982-03-16|1988|Europe|1192|1392
Ashley Baker|1997-10-17|1973|Europe|2724|1393
Patrick Jackson|2002-08-26|2001|Europe|591|1394
Brittany Wade|2013-12-08|2016|Europe|1480|1395
Timothy Alexander|1984-08-02|1974|Europe|791|1396
Lisa Shaw|2000-11-25|1981|Europe|1639|1397
Jonathon Velasquez|1980-01-27|1977|Europe|1828|1398
Amy Costa|1982-01-05|1990|Europe|2085|1399
Mark Greer|2009-10-31|2014|Europe|1633|1400
Sheila Solis|1999-02-08|2010|Europe|2643|1401
Jacob Reynolds|2004-11-29|1974|Europe|945|1402
Megan Walker|1995-05-09|1987|Europe|292|1403
Kevin Miles|1988-02-01|2017|Europe|2416|1404
Joshua Wall|2017-05-12|2002|Europe|2495|1405
Joseph Hernandez|1970-05-13|2017|Europe|2524|1406
Christopher Richardson|1992-06-05|2012|Europe|1521|1407
Tiffany Landry|1990-03-22|2011|Europe|983|1408
Angela Brown|1984-12-11|1988|Europe|1560|1409
Courtney Schmidt|2003-04-19|1997|Europe|1034|1410
Jeffrey Henderson|2006-11-30|2011|Europe|2660|1411
Jennifer Boone|1986-06-27|1978|Europe|967|1412
Matthew Johnson|1972-03-18|1985|Europe|1389|1413
Eric Boyd|1987-04-25|1996|Europe|668|1414
Chad Pham|1983-12-29|2003|Europe|504|1415
Ryan Perkins|1984-05-29|1971|Europe|976|1416
Travis Collins|2012-08-21|1994|Europe|90|1417
William Wright|1979-04-25|1990|Europe|719|1418
Jill Maxwell|1990-08-29|1980|Europe|1969|1419
Paul Bennett|1998-12-21|1987|Europe|16|1420
Kayla Freeman|1979-03-27|2009|Europe|283|1421
Christopher Thomas|1987-07-17|1998|Europe|2577|1422
Ann Fisher|1989-09-15|1990|Europe|1514|1423
Monica Mejia|2003-03-23|1984|Europe|792|1424
Andrew Torres|1973-12-24|1980|Europe|221|1425
Mrs. Madison Cervantes|1977-08-17|1983|Europe|994|1426
Kari Robinson|2012-08-05|1971|Europe|261|1427
Kathleen Clark|2014-10-27|1997|Europe|1670|1428
Kathleen Hughes|1970-11-26|2002|Europe|1543|1429
Victor Thomas|2013-03-01|2003|Europe|454|1430
Reginald Green|1970-05-01|1985|Europe|307|1431
Steven Gray|2008-07-12|2007|Europe|479|1432
Nicole Anderson|1975-09-17|2016|Europe|621|1433
Steve Lopez|1984-11-05|1999|Europe|2820|1434
Reginald Clark|2010-09-09|1984|Europe|1710|1435
Bradley Wilson|1994-11-21|1992|Europe|1714|1436
Ruth Santos|2012-03-17|1990|Europe|2474|1437
Christopher Graham|1970-12-07|1973|Europe|1130|1438
Amber James|2016-09-08|1981|Europe|1878|1439
Scott Rogers|2000-06-12|1984|Europe|620|1440
Karen Guerrero|2017-03-19|1980|Europe|278|1441
Cole Turner|2013-12-24|1989|Europe|1837|1442
Kevin Garrett|1988-12-21|1999|Europe|1283|1443
Brandon Carpenter Jr.|2003-05-09|1991|Europe|1552|1444
Gregory Mccarthy|2009-05-24|1987|Europe|1062|1445
Michelle Reese|2013-08-13|1982|Europe|2682|1446
Holly Black|1991-03-17|1991|Europe|2589|1447
Jonathan Diaz|1972-07-10|2009|Europe|1246|1448
Janet Marquez|1997-02-13|1980|Europe|1185|1449
Antonio Flores|2005-09-12|2018|Europe|2119|1450
Laura Taylor|1977-03-22|1990|Europe|2622|1451
Angela Stevenson|2001-09-16|1980|Europe|1135|1452
Larry Maldonado|1976-09-17|2015|Europe|1305|1453
Garrett Warren|1973-09-05|1987|Europe|1213|1454
Monica Abbott|2012-01-10|1997|Europe|546|1455
Ashley Ryan|1991-06-30|2010|Europe|2297|1456
Hunter Roberts|2007-03-08|2011|Europe|2172|1457
Phillip Miller|2011-07-28|1973|Europe|235|1458
Tina Baldwin|1985-06-27|2013|Europe|2775|1459
Terry French|1998-05-30|2004|Europe|2397|1460
Randy Nelson|2009-04-21|1971|Europe|1122|1461
Mary Bell|1987-07-21|2001|Europe|487|1462
Evelyn Lewis|2017-09-19|2004|Europe|679|1463
Russell Schmitt PhD|1980-09-23|1985|Europe|306|1464
Kevin Monroe|1999-10-07|1978|Europe|834|1465
Rebecca Liu|1990-02-26|1983|Europe|1280|1466
Mrs. Heather Jackson MD|1981-09-06|2010|Europe|2117|1467
Bryan Mccarty|2007-10-22|1975|Europe|224|1468
Cheryl Fitzpatrick|2015-09-07|1985|Europe|113|1469
Heidi Webb|1982-03-31|1978|Europe|315|1470
Courtney Dean|2010-03-27|1992|Europe|545|1471
Susan Brown|2002-02-15|2008|Europe|486|1472
Dr. Michael Mcintosh Jr.|1977-07-26|2006|Europe|893|1473
Christopher Lee|1978-02-27|1981|Europe|135|1474
Jeffrey Wright|1992-10-30|2003|Europe|1855|1475
Gabriel Hale|1972-05-04|2001|Europe|2306|1476
Justin Hernandez|1994-09-12|1985|Europe|1858|1477
Joshua Carter|2011-08-29|1973|Europe|2584|1478
Kyle Bailey|2014-04-01|2008|Europe|579|1479
Christopher Robinson|1989-09-28|1979|Europe|2529|1480
Jacob Walters|1976-11-25|1997|Europe|1750|1481
Dennis Kelly|2011-12-16|1989|Europe|1695|1482
Benjamin Nunez|2015-04-30|2005|Europe|2424|1483
Jessica Archer|2005-05-29|1982|Europe|1315|1484
Michael Mcdonald|1985-09-28|2007|Europe|1859|1485
Gabriel Foley|1984-03-11|1992|Europe|2325|1486
Greg Werner|1997-09-11|1986|Europe|1909|1487
Jesus Roberts|1992-04-24|2002|Europe|1664|1488
Glen Jackson|1982-03-09|1992|Europe|922|1489
Adrian Duke|1993-10-20|2013|Europe|2639|1490
Crystal York|1978-08-23|2011|Europe|1554|1491
Corey Davis|1986-10-27|2014|Europe|889|1492
Christine Cummings|1992-08-03|1997|Europe|848|1493
Margaret Harris|1995-09-24|1996|Europe|2961|1494
Brandy Rush|1999-05-02|1983|Europe|913|1495
John Logan|1982-04-25|1980|Europe|1563|1496
Travis Lopez|2008-01-08|1994|Europe|284|1497
Heather Torres|2015-02-11|2018|Europe|631|1498
Jennifer Vargas|1972-06-29|2001|Europe|2384|1499
Douglas Simpson|1972-05-10|1981|Europe|2266|1500
Ashley Campbell|2000-08-05|1981|Europe|1939|1501
Terry Smith|2003-03-03|1994|Europe|1161|1502
Matthew Smith|2018-04-07|2014|Europe|10|1503
Tracy Morales|1972-05-14|1976|Europe|2627|1504
Gregory Reynolds|1976-04-29|1987|Europe|2512|1505
Stacy Sanders|1970-12-19|1990|Europe|761|1506
Michael Bradford|1979-10-15|1987|Europe|1520|1507
Manuel Smith|1983-06-26|1999|Europe|1669|1508
Jordan Hill|2005-06-27|2015|Europe|261|1509
Stacey Wilson|1992-03-23|1981|Europe|376|1510
Jamie Browning PhD|1974-03-26|1972|Europe|1045|1511
Erin Fox|1978-10-13|1992|Europe|2827|1512
Kathleen Franco MD|2009-09-27|1991|Europe|2869|1513
William Dawson|1995-08-13|1996|Europe|2080|1514
Alexandra Gibson|1991-01-18|1990|Europe|486|1515
Jean Garcia|2005-10-30|2011|Europe|945|1516
Richard Lee|1980-04-04|2001|Europe|2779|1517
Ronald Medina|1974-05-15|1973|Europe|2909|1518
Jessica Brooks|1986-03-20|1997|Europe|1603|1519
Angela Lopez|1972-08-25|1988|Europe|2345|1520
Michael Lopez|1975-02-26|2015|Europe|2768|1521
Christopher Beasley|1988-06-05|2009|Europe|2655|1522
Brittany Graham|1974-01-06|1984|Europe|2540|1523
Steven Reynolds|1971-06-15|1998|Europe|1139|1524
Joseph Skinner|1998-03-28|1976|Europe|1708|1525
Tamara Koch|2000-11-06|1999|Europe|254|1526
Nicholas Fritz|2010-06-30|1974|Europe|408|1527
Brittany Gonzalez|1974-04-19|2012|Europe|2678|1528
Charles Allen|2001-01-30|2013|Europe|1344|1529
Shawn Campbell|1993-04-28|2011|Europe|2999|1530
Katherine Romero|2005-02-24|2017|Europe|1862|1531
Kathy Jones|1983-08-10|1999|Europe|2025|1532
Larry Madden|1992-06-05|1973|Europe|2812|1533
Victoria White|1980-07-12|1971|Europe|2031|1534
Brian Brandt|1974-07-24|2012|Europe|1157|1535
Kimberly Lowery|1987-07-13|1994|Europe|163|1536
John Lindsey|1970-03-09|2003|Europe|1477|1537
Sarah Maldonado|1987-04-21|1995|Europe|1758|1538
Andrew Garza|1987-12-25|2012|Europe|2223|1539
Bonnie Munoz|2001-10-13|1973|Europe|2807|1540
Tony Adams|1998-12-23|2004|Europe|2953|1541
Melinda Edwards|1992-01-09|1985|Europe|1754|1542
Ashley Blackburn|2016-04-07|2014|Europe|173|1543
Heather Sherman|1981-04-05|1970|Europe|1760|1544
Tara Huber|1989-08-14|2012|Europe|1007|1545
Cory Smith|1999-08-05|1986|Europe|518|1546
Laura Perez|1976-01-05|1981|Europe|531|1547
Richard Herrera|1982-02-09|1970|Europe|2934|1548
Michael Garza|1980-06-05|1976|Europe|629|1549
Jessica Gutierrez MD|1987-04-07|1997|Europe|1749|1550
Elizabeth Stephens|2008-02-19|1986|Europe|2228|1551
Kim George|2010-03-29|1991|Europe|536|1552
Theresa Morgan|1972-01-25|1996|Europe|1136|1553
John Sanders|2005-02-03|1972|Europe|2742|1554
Mary Anderson|1987-01-14|1972|Europe|2749|1555
Patrick Williams|1985-11-09|1992|Europe|511|1556
Sharon Graham|2016-06-17|2000|Europe|1497|1557
Tyrone Hickman|2012-03-01|2006|Europe|2383|1558
David Parsons|2009-06-15|1992|Europe|946|1559
Joan Thomas|2017-12-07|2000|Europe|249|1560
Jamie Sawyer|2010-06-09|2018|Europe|2853|1561
James Baldwin|1996-06-09|2011|Europe|2606|1562
Carl Williams|2003-10-06|2002|Europe|2079|1563
Rachel Zavala|1971-03-05|2017|Europe|645|1564
Joseph Conway|1977-08-08|1996|Europe|2419|1565
Victor Tucker|2007-12-17|1983|Europe|1848|1566
Thomas Velasquez Jr.|1982-12-23|1997|Europe|39|1567
Craig Mcgee|2016-10-04|2003|Europe|2152|1568
Todd Lawson|1973-01-30|1986|Europe|39|1569
Sally Fields|1991-01-17|2001|Europe|2087|1570
Johnny Kelly|2014-07-23|1986|Europe|1979|1571
Kelsey Kent|2005-02-07|1989|Europe|47|1572
Amy Long|1997-04-11|1977|Europe|149|1573
Samuel Gonzalez|1985-11-01|2010|Europe|1186|1574
Jared Scott|1987-05-24|1978|Europe|2464|1575
Cheryl Mckee|2015-12-13|1980|Europe|413|1576
Heather Gonzalez|1970-01-29|2014|Europe|1751|1577
Randall Johnson|2015-04-01|1992|Europe|2858|1578
Dana Vincent|1974-09-27|1973|Europe|980|1579
Kirsten Stevens|1983-02-14|1973|Europe|1838|1580
Patricia Crane|1974-06-29|1971|Europe|565|1581
Frank Anderson|1999-03-16|1981|Europe|182|1582
Caitlin Bass|1998-03-30|1984|Europe|1937|1583
Johnathan Mueller|2000-10-20|2017|Europe|2123|1584
Christina Crawford|1975-01-23|1985|Europe|2141|1585
Chad Norris|1986-11-07|2006|Europe|1335|1586
Miranda Young|1971-09-01|1997|Europe|2525|1587
Derrick Richard|2008-12-07|1992|Europe|1859|1588
Angela Wilkins|1978-07-12|1971|Europe|2352|1589
Wanda Guerrero|1978-10-12|2015|Europe|872|1590
Charles Turner|1988-06-09|2016|Europe|634|1591
Lisa Allen|1986-03-02|2002|Europe|1131|1592
Mr. Roger Sanchez MD|2017-01-13|1989|Europe|585|1593
Austin Torres|1994-10-02|1988|Europe|2873|1594
Stephanie Black|2008-06-13|1978|Europe|2976|1595
Amber Stanley|2012-09-25|1996|Europe|1396|1596
Crystal Contreras|1991-02-17|1995|Europe|1382|1597
Elizabeth Williams|2014-06-15|1980|Europe|1855|1598
Aaron Hurley|1978-11-15|2015|Europe|1571|1599
Edward Thomas|1985-11-30|1987|Europe|458|1600
David Blankenship|2009-04-16|2003|Europe|2810|1601
Jillian Griffin|1971-07-31|1989|Europe|2825|1602
Andrea Parks|2011-12-09|1971|Europe|176|1603
James Nunez|1975-12-20|1981|Europe|2883|1604
Elizabeth Jackson|1971-04-26|1991|Europe|1861|1605
Charles Meyer|1987-08-18|2016|Europe|1004|1606
Angela Cochran|2007-01-17|1985|Europe|1128|1607
Dakota Moran|1985-09-27|2010|Europe|2157|1608
Stacey Sloan|1985-01-21|1992|Europe|55|1609
Isaac Jackson|2017-12-14|2004|Europe|1151|1610
Amanda Robbins|1973-09-22|2001|Europe|1194|1611
Sandra Roth|1975-12-22|1988|Europe|2126|1612
Amy Rodriguez|1994-04-11|1985|Europe|876|1613
Jeremy Clay|1974-11-27|1982|Europe|1948|1614
Michelle Shaw|1984-06-13|1991|Europe|2470|1615
Tanya Sanders|1990-11-02|1991|Europe|1068|1616
Susan Ramirez|1971-06-27|1974|Europe|1687|1617
Sean Benton|1973-03-08|1985|Europe|298|1618
Alexander Burke|1997-04-11|1997|Europe|2430|1619
Michael Simpson|1970-07-13|1975|Europe|2476|1620
Bradley Lin|1991-10-21|1995|Europe|2850|1621
David Barr|1997-06-14|1970|Europe|433|1622
Samantha Marquez|1995-02-01|2011|Europe|2553|1623
Crystal Walton|2001-08-14|1976|Europe|838|1624
Sarah Harding|1988-10-01|1982|Europe|505|1625
Jacqueline Singh|1997-06-05|1997|Europe|81|1626
Mary Warner|2015-08-25|1975|Europe|1191|1627
Kristin Jones|1973-05-14|2012|Europe|530|1628
Laura Johnston|1996-03-05|2016|Europe|2673|1629
Jonathan Floyd|1990-10-06|1970|Europe|2119|1630
Diane Thompson|1982-04-02|1976|Europe|2860|1631
Aaron Peterson|1999-12-30|2007|Europe|2291|1632
Michael Rodriguez|1988-12-10|1998|Europe|1388|1633
Kathleen Adams|1987-08-05|2012|Europe|794|1634
Megan Oneill|1974-03-14|1994|Europe|1735|1635
Gail Mercado|2011-06-08|1981|Europe|2995|1636
Robyn Newman|2005-10-16|2009|Europe|2508|1637
Sydney Weaver|1980-10-18|1971|Europe|1421|1638
Benjamin Pruitt|1998-09-20|1993|Europe|1860|1639
Ms. Monica Fisher|1996-01-02|2016|Europe|354|1640
Brian Morales MD|2002-12-09|1995|Europe|701|1641
Rebecca Gutierrez|1995-10-05|2018|Europe|2979|1642
Craig Obrien|2007-02-28|2000|Europe|2028|1643
Alexa Acevedo|1970-04-21|2002|Europe|20|1644
Patrick Miller|1977-07-13|2001|Europe|1442|1645
Brian Martin|2013-05-12|1981|Europe|359|1646
Linda Becker|1993-08-31|1976|Europe|2514|1647
Phyllis Lynch|1982-11-26|1988|Europe|441|1648
Christopher Powell|1990-09-19|1983|Europe|1309|1649
Colin Smith|1979-08-10|1983|Europe|245|1650
Meredith Johnson|1987-06-17|2008|Europe|1253|1651
Michael Chavez|1996-02-08|2003|Europe|2787|1652
Aaron Fowler|1981-12-24|1987|Europe|383|1653
Vanessa Taylor|1979-01-03|2009|Europe|245|1654
Thomas Marshall|2006-02-26|1987|Europe|2420|1655
Donna Mayo|1998-07-17|2003|Europe|1235|1656
Donald Pace|1974-09-01|1981|Europe|2530|1657
Danny Robinson|1980-01-14|1998|Europe|2202|1658
Susan Adams|2015-01-17|1983|Europe|2098|1659
Danny Moore|2013-12-05|2015|Europe|1768|1660
Danielle Shelton|2013-02-27|2008|Europe|326|1661
Francisco Anderson|2018-07-15|1971|Europe|2940|1662
Elizabeth Guerrero|2013-05-11|1992|Europe|2163|1663
Timothy Ramirez|1974-01-14|1973|Europe|2356|1664
Julie Mitchell|2006-04-22|1976|Europe|2306|1665
Heather Smith|2010-05-15|1992|Europe|2569|1666
Joseph Terrell|2001-06-29|1997|Europe|1397|1667
Danny Roth|2001-01-28|2013|Europe|1263|1668
Kelly Herrera|2010-12-30|1978|Europe|545|1669
Brandon Rodriguez|1990-10-31|1995|Europe|2831|1670
Derrick Rojas|1997-09-29|1980|Europe|2516|1671
Carl Bailey|2013-07-10|2005|Europe|660|1672
Matthew Hull|2013-08-15|1977|Europe|2716|1673
David Price|1994-04-03|2011|Europe|2272|1674
Colleen Gibson|1986-12-29|1984|Europe|1245|1675
Kelsey Brown|1997-02-04|1979|Europe|2678|1676
Sean Franklin|2011-04-09|1980|Europe|1827|1677
Anthony Scott MD|1978-08-22|2004|Europe|2908|1678
Danielle Davis|1979-10-21|1977|Europe|2111|1679
Phillip Miller|2012-09-22|2004|Europe|363|1680
Jillian Holt|1985-10-06|2004|Europe|2744|1681
Javier Santos|2002-11-09|2005|Europe|2737|1682
Anthony Moore|2005-08-16|2011|Europe|2304|1683
Lisa Briggs|1987-02-19|1997|Europe|2929|1684
Mary Davis|1980-03-15|1999|Europe|2169|1685
Caleb Davis|1999-08-04|2011|Europe|2653|1686
Lawrence Ochoa|2009-11-25|1978|Asia|655|1687
Benjamin Rogers|2003-08-07|2000|Asia|2902|1688
Bonnie Barber|1995-07-17|2003|Asia|647|1689
Ellen West|1978-05-17|1970|Asia|1936|1690
Cynthia Jordan|1976-11-21|2016|Asia|372|1691
Heather Lindsey|2005-03-14|2012|Asia|102|1692
Brenda Frank|1984-05-07|2005|Asia|1542|1693
Lonnie Lucas|1986-08-12|2010|Asia|2592|1694
Nathaniel Reed|2002-03-23|1978|Asia|2198|1695
Briana Roberts|2016-05-19|1973|Asia|2335|1696
Javier Herrera|1988-06-26|2001|Asia|222|1697
James Rogers|1974-04-02|1982|Asia|2013|1698
Jeremy Estrada|2010-12-01|2006|Asia|1381|1699
Sophia Jones|2006-11-21|1997|Asia|1233|1700
Anthony Gallagher|1979-07-22|2000|Asia|779|1701
Margaret Chambers|1985-08-28|1988|Asia|2430|1702
William Galvan|2017-09-12|2017|Asia|12|1703
Marisa Thompson|1988-04-26|1993|Asia|2072|1704
Rebecca Smith|1999-01-30|2001|Asia|806|1705
David Jones|1995-09-12|1988|Asia|2211|1706
Richard Edwards|1987-04-20|2016|Asia|2602|1707
Aimee Greene|1991-07-12|1990|Asia|530|1708
Steven Owens|1972-10-02|1992|Asia|406|1709
Roger Snow|2013-12-20|2014|Asia|805|1710
Daniel Hunter|1970-03-11|1989|Asia|677|1711
Mark Robinson|2000-10-05|2017|Asia|2230|1712
Amy Campos|1987-03-28|1999|Asia|256|1713
Tiffany Lopez|1981-12-25|1973|Asia|397|1714
James Vasquez|2005-01-19|1983|Asia|724|1715
Renee Abbott|1972-08-19|1976|Asia|827|1716
Richard Mitchell|2003-05-11|2011|Asia|1924|1717
Cassandra Combs|1971-04-03|1979|Asia|587|1718
Kevin Nelson|2011-11-24|1980|Asia|65|1719
Chelsea Williams|2005-10-03|1986|Asia|1371|1720
Jennifer Mckenzie|2014-04-02|1997|Asia|619|1721
Marcus Henderson|2010-05-26|2010|Asia|1039|1722
Amy Roberts|2014-02-16|1983|Asia|84|1723
Maria Gardner|2013-04-29|1982|Asia|2394|1724
Jonathan Anderson|1980-03-17|2018|Asia|322|1725
John Barron|1995-12-23|1998|Asia|700|1726
Jared Richardson|1998-02-09|1996|Asia|2841|1727
Lisa Rodriguez|1978-03-27|2014|Asia|2480|1728
Richard Campbell|1971-12-26|1998|Asia|2106|1729
Dominique Duffy|1990-02-03|1982|Asia|2726|1730
Evan Silva|2003-06-23|1993|Asia|1555|1731
David Craig|1993-06-11|1972|Asia|2524|1732
Brian Cross|2007-07-19|1993|Asia|1806|1733
Stacy Ray|1978-09-18|1984|Asia|2035|1734
Ashley Tran|1976-01-08|2013|Asia|1683|1735
Gina Welch|2014-05-27|1990|Asia|1338|1736
Michael Cabrera|1997-09-04|2004|Asia|2253|1737
Heather Lawson|1973-06-09|1985|Asia|2093|1738
Deborah Smith|1987-05-18|1971|Asia|2109|1739
Edward Garcia|1974-06-30|1994|Asia|446|1740
Gregory Roberts|2010-12-22|2004|Asia|606|1741
Michael Arias|2001-12-05|1998|Asia|1628|1742
Philip Joseph|1971-09-08|1982|Asia|725|1743
Martin Wallace|2014-04-13|2007|Asia|1776|1744
Dorothy Stone|2013-08-18|2007|Asia|785|1745
Tanner Guerra|2005-10-21|2010|Asia|2772|1746
Scott Turner Jr.|1994-07-27|1982|Asia|1719|1747
Joel Lin|2010-03-14|2005|Asia|2899|1748
Juan Gutierrez|1996-12-20|2010|Asia|2738|1749
Cody Powell|1974-08-24|2012|Asia|1626|1750
Bryan Jenkins|2000-03-24|2017|Asia|377|1751
Alexis Potts|2003-01-24|1996|Asia|345|1752
Michael Guerrero|1979-09-25|2016|Asia|1807|1753
Deborah Mendez|2002-11-10|1976|Asia|1059|1754
Angelica Davis|2007-04-29|1971|Asia|2185|1755
William Martinez|2011-12-10|1983|Asia|2662|1756
Kimberly Smith|1971-06-25|1979|Asia|1611|1757
Catherine York|1978-06-29|1978|Asia|339|1758
Kara Butler|2018-07-23|1991|Asia|2756|1759
Richard Bishop|1986-11-15|2005|Asia|1845|1760
Terri Taylor|2000-02-19|2014|Asia|1567|1761
Scott Hayes|1979-04-09|1987|Asia|928|1762
Alyssa Williams|2009-03-04|1998|Asia|2890|1763
Samantha Morton|1997-04-29|1982|Asia|564|1764
Jillian Key|2001-06-14|2001|Asia|2181|1765
Mary Erickson|1972-08-21|2015|Asia|2701|1766
Timothy Garcia|1996-07-03|1979|Asia|2508|1767
Steve Roberson|1983-01-07|1982|Asia|2024|1768
Ryan Anderson|1987-03-22|1989|Asia|2878|1769
Samantha Solomon|2014-02-04|1971|Asia|1036|1770
Mrs. Raven Waller|2011-01-14|1992|Asia|2171|1771
Erin Bass|2012-01-10|2013|Asia|897|1772
Deanna Roman|1970-12-07|1996|Asia|1243|1773
Matthew Jones|2013-02-01|1971|Asia|146|1774
Justin Jones|1971-06-08|2016|Asia|25|1775
Sara Wyatt|1974-04-22|2014|Asia|712|1776
Angela Warren|2010-09-06|1990|Asia|928|1777
Jodi Mullen|2014-02-19|1999|Asia|1766|1778
Terrence Rhodes|1971-05-10|2008|Asia|608|1779
Timothy Grimes|2007-07-30|2000|Asia|836|1780
Ronald Baker|2005-07-17|1997|Asia|709|1781
Jeffery Pruitt|1998-01-22|1984|Asia|1058|1782
Jessica Martin|2014-10-16|1995|Asia|184|1783
Gina Ritter|2012-01-23|1977|Asia|409|1784
Donna Olson|1980-04-20|1993|Asia|2681|1785
Amanda Koch|1999-11-21|1993|Asia|1729|1786
Christopher Castillo|2010-03-27|2018|Asia|1059|1787
Joshua Hayes|1996-07-06|2009|Asia|1332|1788
Gina Clark|1994-10-27|1993|Asia|809|1789
Susan Vang|1976-03-10|1973|Asia|1634|1790
Victoria Hunt|1974-10-14|1992|Asia|2597|1791
Javier Martinez|2011-05-23|2011|Asia|557|1792
